Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,birth_date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",01-Mar,820,Individual,Leonid Hurwicz,21-08-17,Moscow,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America,24-06-08,"Minneapolis, MN",United States of America
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",01-Mar,821,Individual,Eric S. Maskin,12-12-50,"New York, NY",United States of America,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,,,
2007,Economics,The Sveriges Riksbank Prize in Economic Sciences 2007,"""for having laid the foundations of mechanism design theory""",01-Mar,822,Individual,Roger B. Myerson,29-03-51,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,
2007,Literature,The Nobel Prize in Literature 2007,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",01-Jan,817,Individual,Doris Lessing,22-10-19,Kermanshah,Persia (Iran),Female,,,,17-11-13,London,United Kingdom
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",01-Mar,811,Individual,Mario R. Capecchi,06-10-37,Verona,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America,,,
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",01-Mar,811,Individual,Mario R. Capecchi,06-10-37,Verona,Italy,Male,Howard Hughes Medical Institute,,,,,
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",01-Mar,812,Individual,Sir Martin J. Evans,01-01-41,Stroud,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,,,
2007,Medicine,The Nobel Prize in Physiology or Medicine 2007,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",01-Mar,813,Individual,Oliver Smithies,23-06-25,Halifax,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,10-01-17,"Chapel Hill, NC",United States of America
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",01-Feb,818,Organization,Intergovernmental Panel on Climate Change (IPCC),,,,,,,,,,
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",01-Feb,819,Individual,Albert Arnold (Al) Gore Jr.,31-03-48,"Washington, DC",United States of America,Male,,,,,,
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",01-Feb,814,Individual,Albert Fert,07-03-38,Carcassonne,France,Male,Universit&eacute; Paris-Sud,Orsay,France,,,
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",01-Feb,814,Individual,Albert Fert,07-03-38,Carcassonne,France,Male,Unit&eacute; Mixte de Physique CNRS/THALES,Orsay,France,,,
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",01-Feb,815,Individual,Peter Grünberg,18-05-39,Plzen,Czechoslovakia (Czech Republic),Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,,,
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",01-Mar,829,Individual,Osamu Shimomura,27-08-28,Kyoto,Japan,Male,Marine Biological Laboratory (MBL),"Woods Hole, MA",United States of America,,,
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",01-Mar,829,Individual,Osamu Shimomura,27-08-28,Kyoto,Japan,Male,Boston University Medical School,"Massachusetts, MA",United States of America,,,
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",01-Mar,830,Individual,Martin Chalfie,15-01-47,"Chicago, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,,,
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",01-Mar,831,Individual,Roger Y. Tsien,01-02-52,"New York, NY",United States of America,Male,University of California,"San Diego, CA",United States of America,24-08-16,"Eugene, OR",United States of America
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",01-Mar,831,Individual,Roger Y. Tsien,01-02-52,"New York, NY",United States of America,Male,Howard Hughes Medical Institute,,,24-08-16,"Eugene, OR",United States of America
2008,Economics,The Sveriges Riksbank Prize in Economic Sciences 2008,"""for his analysis of trade patterns and location of economic activity""",01-Jan,834,Individual,Paul Krugman,28-02-53,"New York, NY",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,,,
2008,Literature,The Nobel Prize in Literature 2008,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",01-Jan,832,Individual,Jean-Marie Gustave Le Clézio,13-04-40,Nice,France,Male,,,,,,
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for his discovery of human papilloma viruses causing cervical cancer""",01-Feb,823,Individual,Harald zur Hausen,11-03-36,Gelsenkirchen,Germany,Male,German Cancer Research Center,Heidelberg,Germany,,,
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",01-Apr,824,Individual,Françoise Barré-Sinoussi,30-07-47,Paris,France,Female,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,,,
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",01-Apr,825,Individual,Luc Montagnier,18-08-32,Chabris,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,,,
2008,Peace,The Nobel Peace Prize 2008,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",01-Jan,833,Individual,Martti Ahtisaari,23-06-37,Viipuri (Vyborg),Finland,Male,,,,,,
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",01-Feb,826,Individual,Yoichiro Nambu,18-01-21,Tokyo,Japan,Male,"Enrico Fermi Institute, University of Chicago","Chicago, IL",United States of America,05-07-15,Osaka,Japan
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",01-Apr,827,Individual,Makoto Kobayashi,07-04-44,Nagoya,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,,,
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",01-Apr,828,Individual,Toshihide Maskawa,07-02-40,Nagoya,Japan,Male,Kyoto Sangyo University,Kyoto,Japan,,,
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",01-Apr,828,Individual,Toshihide Maskawa,07-02-40,Nagoya,Japan,Male,"Yukawa Institute for Theoretical Physics (YITP), Kyoto University",Kyoto,Japan,,,
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",01-Mar,841,Individual,Venkatraman Ramakrishnan,,"Chidambaram, Tamil Nadu",India,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",01-Mar,842,Individual,Thomas A. Steitz,23-08-40,"Milwaukee, WI",United States of America,Male,Yale University,"New Haven, CT",United States of America,,,
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",01-Mar,842,Individual,Thomas A. Steitz,23-08-40,"Milwaukee, WI",United States of America,Male,Howard Hughes Medical Institute,,,,,
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",01-Mar,843,Individual,Ada E. Yonath,22-06-39,Jerusalem,British Mandate of Palestine (Israel),Female,Weizmann Institute of Science,Rehovot,Israel,,,
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",01-Feb,846,Individual,Elinor Ostrom,07-08-33,"Los Angeles, CA",United States of America,Female,Indiana University,"Bloomington, IN",United States of America,12-06-12,"Bloomington, IN",United States of America
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",01-Feb,846,Individual,Elinor Ostrom,07-08-33,"Los Angeles, CA",United States of America,Female,Arizona State University,"Tempe, AZ",United States of America,12-06-12,"Bloomington, IN",United States of America
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for his analysis of economic governance, especially the boundaries of the firm""",01-Feb,847,Individual,Oliver E. Williamson,27-09-32,"Superior, WI",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,
2009,Literature,The Nobel Prize in Literature 2009,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",01-Jan,844,Individual,Herta Müller,17-08-53,"Nitzkydorf, Banat",Romania,Female,,,,,,
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",01-Mar,835,Individual,Elizabeth H. Blackburn,26-11-48,"Hobart, Tasmania",Australia,Female,University of California,"San Francisco, CA",United States of America,,,
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",01-Mar,836,Individual,Carol W. Greider,15-04-61,"San Diego, CA",United States of America,Female,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,,,
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",01-Mar,837,Individual,Jack W. Szostak,09-11-52,London,United Kingdom,Male,Harvard Medical School,"Boston, MA",United States of America,,,
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",01-Mar,837,Individual,Jack W. Szostak,09-11-52,London,United Kingdom,Male,Massachusetts General Hospital,"Boston, MA",United States of America,,,
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",01-Mar,837,Individual,Jack W. Szostak,09-11-52,London,United Kingdom,Male,Howard Hughes Medical Institute,,,,,
2009,Peace,The Nobel Peace Prize 2009,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",01-Jan,845,Individual,Barack H. Obama,04-08-61,"Honolulu, HI",United States of America,Male,,,,,,
2009,Physics,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",01-Feb,838,Individual,Charles Kuen Kao,04-11-33,Shanghai,China,Male,Standard Telecommunication Laboratories,Harlow,United Kingdom,,,
2009,Physics,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",01-Feb,838,Individual,Charles Kuen Kao,04-11-33,Shanghai,China,Male,Chinese University of Hong Kong,Hong Kong,China,,,
